"organ","stat","year","latitude","city_code","home_number","ud","hard_code","month","street","dat_sover","objectid","time_period","reg_code","crime_code","longitude"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.271161204999999","г. Алматы","2","167515030003263","2","2","СУЮНБАЯ","15.02.2016","2173350","3","Жетысуский р-н","1880","76.950053355999998"
"РУВД Жетысуского района","ст.190 ч.2","2016","43.328631809000001","г. Алматы","142","167515030003237","2","2","АЙНАБУЛАК-3","15.02.2016","2260984","3","Жетысуский р-н","1900","76.923179622000006"
"РУВД Медеуского района","ст.190 ч.3","2016","43.189172896999999","г. Алматы","41","167517030002714","3","2","пушкина","15.02.2016","2471777","3","Медеуский р-н","1900","77.123120756999995"
"РУВД Турксибского района","ст.188 ч.1","2016","43.330381596000002","г. Алматы","2","167519030002216","2","2","Молдагалиева","15.02.2016","2072141","3","Турксибский р-н","1880","76.954751025999997"
"РУВД Турксибского района","ст.188 ч.1","2016","43.338923438999998","г. Алматы","2/11","167519030002211","2","2","Тынышбаева","15.02.2016","885199","2","Турксибский р-н","1880","76.948691908000001"
"РУВД Алатауского района","ст.188 ч.1","2016","43.268720262000002","г. Алматы","","167512030003668","2","2","","16.02.2016","2315647","3","Алатауский р-н","1880","76.831044716999997"
"РУВД Алатауского района","ст.188 ч.2","2016","43.260248359000002","г. Алматы","14","167512030003580","2","2","МОМЫШУЛЫ","16.02.2016","2382398","1","Алатауский р-н","1880","76.826416948000002"
"РУВД Алатауского района","ст.188 ч.1","2016","43.271721806000002","г. Алматы","52","167512030003628","2","2","МКР ТЕРЕКТЫ","16.02.2016","2001967","2","Алатауский р-н","1880","76.858055868999998"
"РУВД Алатауского района","ст.188 ч.2","2016","43.300944016000003","г. Алматы","","167512030003652","2","2","СЕВЕРНОЕ КОЛЬЦО","16.02.2016","2279836","1","Алатауский р-н","1880","76.896466773"
"РУВД Алатауского района","ст.188 ч.2","2016","43.341226474999999","г. Алматы","15","167512030003586","2","2","ЧЕРЕМУШКИ","16.02.2016","2279791","1","Алатауский р-н","1880","76.907020493999994"
"РУВД Ауэзовского района","ст.293 ч.2","2016","43.226861702999997","г. Алматы","5","167513030003224","2","2","МКР. 4","16.02.2016","2265345","1","Ауэзовский р-н","2930","76.862144083000004"
"РУВД Бостандыкского района","ст.188 ч.2","2016","43.197405246999999","г. Алматы","28","167514030003218","2","2","ОРБИТА-2","16.02.2016","2333383","1","Бостандыкский р-н","1880","76.885246295000002"
"РУВД Бостандыкского района","ст.188 ч.2","2016","43.183370361999998","г. Алматы","12","167514030003250","2","2","МКР.АЛАТАУ УЛ.САМАЛ","16.02.2016","2307641","3","Бостандыкский р-н","1880","76.900478747999998"
"РУВД Бостандыкского района","ст.190 ч.1","2016","43.22571018","г. Алматы","42","167514030003226","1","2","ТИМИРЯЗЕВА","16.02.2016","2307227","1","Бостандыкский р-н","1900","76.909854422999999"
"РУВД Жетысуского района","ст.188 ч.3","2016","43.295101406999997","г. Алматы","94","167515030003317","3","2","РАТУШНОГО","16.02.2016","1974292","3","Жетысуский р-н","1880","76.912898291999994"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.271508771999997","г. Алматы","2","167515030003327","2","2","СУЮНБАЯ","16.02.2016","2173317","3","Жетысуский р-н","1880","76.950636572999997"
"РУВД Жетысуского района","ст.190 ч.1","2016","43.324916735000002","г. Алматы","144","167515030003328","1","2","МКР АЙНАБУЛАК 3","16.02.2016","2261001","3","Жетысуский р-н","1900","76.921754011000004"
"РУВД Медеуского района","ст.188 ч.1","2016","43.262531506000002","г. Алматы","120","167517030002725","2","2","фурманова","16.02.2016","2464283","1","Медеуский р-н","1880","76.946697293"
"РУВД Турксибского района","ст.190 ч.1","2016","43.340341922","г. Алматы","1","167519030002285","1","2","","16.02.2016","2279440","3","Турксибский р-н","1900","76.948729912999994"
"РУВД Алатауского района","ст.188 ч.1","2016","43.257771841","г. Алматы","50","167512030003761","2","2","МОМЫШУЛЫ","17.02.2016","2279861","3","Алатауский р-н","1880","76.799219316000006"
"РУВД Алмалинского района","ст.191 ч.2","2016","43.268329655000002","г. Алматы","28","167511030004233","3","2","АБЫЛАЙ ХАНА","17.02.2016","2536779","2","Алмалинский р-н","1910","76.940755593999995"
"РУВД Ауэзовского района","ст.190 ч.1","2016","43.229997310999998","г. Алматы","30","167513030003313","1","2","Аксай-4","17.02.2016","2322525","2","Ауэзовский р-н","1900","76.836708478000006"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.226455076000001","г. Алматы","53","167513030003315","2","2","Аксай-4","17.02.2016","2327796","2","Ауэзовский р-н","1880","76.837770793999994"
"РУВД Ауэзовского района","ст.190 ч.1","2016","43.245940974","г. Алматы","294","167513030003230","1","2","","17.02.2016","2556785","2","Ауэзовский р-н","1900","76.856089220000001"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.222389337000003","г. Алматы","","167513030003305","2","2","","17.02.2016","2258826","2","Ауэзовский р-н","1880","76.845979671999999"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.239096056000001","г. Алматы","309","167513030003319","2","2","Толе би","17.02.2016","861080","2","Ауэзовский р-н","1880","76.830316808999996"
"РУВД Ауэзовского района","ст.190 ч.2","2016","43.238117547999998","г. Алматы","","167513030003340","2","2","ТОЛЕБИ","17.02.2016","2144504","3","Ауэзовский р-н","1900","76.824074117999999"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.226498327000002","г. Алматы","20","167513030003337","2","2","МКР. АКСАЙ-5","17.02.2016","2509588","2","Ауэзовский р-н","1880","76.833663947999995"
"РУВД Ауэзовского района","ст.190 ч.2","2016","43.219880517","г. Алматы","","167513030003357","2","2","САИНА","17.02.2016","1967614","3","Ауэзовский р-н","1900","76.852007239000002"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.247987741000003","г. Алматы","","167513030003247","2","2","","17.02.2016","2286613","2","Ауэзовский р-н","1880","76.861190137999998"
"РУВД Бостандыкского района","ст.190 ч.3","2016","43.184193020999999","г. Алматы","41","167514030003356","3","2","КАЗАХФИЛЬМ","17.02.2016","2294585","2","Бостандыкский р-н","1900","76.940788099000002"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.200673148","г. Алматы","4","167514030003335","2","2","МКР. КАЗАХФИЛЬМ","17.02.2016","2307732","1","Бостандыкский р-н","1880","76.912750212000006"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.215773421000002","г. Алматы","","167514030003400","2","2","СИ-СИНХАЙ","17.02.2016","2307737","3","Бостандыкский р-н","1880","76.901057390000005"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.275012105000002","г. Алматы","2","167515030003456","2","2","СУЮНБАЯ","17.02.2016","2513067","3","Жетысуский р-н","1880","76.948822605000004"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.285923726999997","г. Алматы","55","167515030003463","2","2","ЖАНГЕЛЬДИНА","17.02.2016","850915","3","Жетысуский р-н","1880","76.955170996999996"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.279629952999997","г. Алматы","92","167515030003397","2","2","РЫСКУЛОВА","17.02.2016","1968767","2","Жетысуский р-н","1880","76.908430597999995"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.367884713999999","г. Алматы","40","167515030003356","2","2","ВОКЗАЛЬНАЯ","17.02.2016","2173319","1","Жетысуский р-н","1880","76.936432742999997"
"РУВД Медеуского района","ст.190 ч.3","2016","43.199482615000001","г. Алматы","39","167517030002873","3","2","ЖИБЕК ЖОЛЫ","17.02.2016","2463888","3","Медеуский р-н","1900","76.980964256999997"
"РУВД Медеуского района","ст.190 ч.1","2016","43.229435682999998","г. Алматы","26","167517030002746","1","2","","17.02.2016","2463783","3","Медеуский р-н","1900","76.968940599999996"
"РУВД Медеуского района","ст.190 ч.1","2016","43.244143754","г. Алматы","34","167517030002744","1","2","","17.02.2016","2463709","3","Медеуский р-н","1900","76.956131202999998"
"РУВД Медеуского района","ст.190 ч.1","2016","43.209086603999999","г. Алматы","81","167517030002872","1","2","ТАТИМБЕТА","17.02.2016","2583861","3","Медеуский р-н","1900","76.973478025999995"
"РУВД Турксибского района","ст.188 ч.2","2016","43.311726272000001","г. Алматы","286","167519030002333","2","2","ШЕМЯКИНА","17.02.2016","1947690","2","Турксибский р-н","1880","76.966893846999994"
"РУВД Турксибского района","ст.190 ч.1","2016","43.338903395000003","г. Алматы","","167519030002307","1","2","","17.02.2016","2287350","1","Турксибский р-н","1900","76.948019062"
"РУВД Алатауского района","ст.188 ч.1","2016","43.283290807999997","г. Алматы","","167512030003843","2","2","УЙГУРСКАЯ","18.02.2016","2329684","3","Алатауский р-н","1880","76.882353397000003"
"РУВД Алатауского района","ст.190 ч.3","2016","43.291371838000003","г. Алматы","","167512030003826","3","2","СЕВЕРНОЕ КОЛЬЦО","18.02.2016","2279875","3","Алатауский р-н","1900","76.889434206999994"
