"organ","stat","year","latitude","city_code","home_number","ud","hard_code","month","street","dat_sover","objectid","time_period","reg_code","crime_code","longitude"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.289592603000003","г. Алматы","17Б","167515030001843","2","1","СЕВЕРНОЕ КОЛЬЦО","27.01.2016","850153","1","Жетысуский р-н","1880","76.890650436000001"
"РУВД Жетысуского района","ст.190 ч.1","2016","43.324102666000002","г. Алматы","107","167515030001869","1","1","МКР.АЙНАБУЛАК-3","27.01.2016","839356","1","Жетысуский р-н","1900","76.919206082000002"
"РУВД Жетысуского района","ст.190 ч.1","2016","43.303366961999998","г. Алматы","30","167515030001798","1","1","МКР.ДОРОЖНИК","27.01.2016","876522","1","Жетысуский р-н","1900","76.898729011"
"РУВД Жетысуского района","ст.191 ч.2","2016","43.272211470999999","г. Алматы","55","167515030001817","3","1","ДЖЕТЫСУЙСКАЯ","27.01.2016","897998","1","Жетысуский р-н","1910","76.961221589999994"
"РУВД Жетысуского района","ст.190 ч.1","2016","43.287058119000001","г. Алматы","37","167515030001829","1","1","ТОХТАРОВА","27.01.2016","2148905","1","Жетысуский р-н","1900","76.932330264000001"
"РУВД Медеуского района","ст.188 ч.1","2016","43.26298963","г. Алматы","55","167517030001506","2","1","ЖИБЕК ЖОЛЫ","27.01.2016","861913","1","Медеуский р-н","1880","76.953630853000007"
"РУВД Медеуского района","ст.188 ч.2","2016","43.195200434999997","г. Алматы","12А","167517030001489","2","1","КОЖАБЕРГЕНОВА (ТАУ-САМАЛ)","27.01.2016","2463085","1","Медеуский р-н","1880","76.968937573999995"
"РУВД Турксибского района","ст.188 ч.1","2016","43.317651189999999","г. Алматы","82","167519030001238","2","1","СЕЙФУЛЛИНА","27.01.2016","865736","1","Турксибский р-н","1880","76.939687792000001"
"РУВД Турксибского района","ст.188 ч.1","2016","43.331879602999997","г. Алматы","20","167519030001240","2","1","СЕЙФУЛЛИНА","27.01.2016","1935377","1","Турксибский р-н","1880","76.944535494999997"
"РУВД Алатауского района","ст.188 ч.2","2016","43.303135994000002","г. Алматы","9","167512030002059","2","1","МАЛОВА (ШАНЫРАК-2)","28.01.2016","2222778","1","Алатауский р-н","1880","76.850324620999999"
"РУВД Алатауского района","ст.188 ч.2","2016","43.253904589000001","г. Алматы","405/4","167512030002056","2","1","РАЙЫМБЕКА","28.01.2016","1996229","1","Алатауский р-н","1880","76.859185951000001"
"РУВД Алмалинского района","ст.190 ч.1","2016","43.259586564999999","г. Алматы","58","167511030002303","1","1","ГОГОЛЯ","28.01.2016","2183715","1","Алмалинский р-н","1900","76.943338972999996"
"РУВД Ауэзовского района","ст.190 ч.1","2016","43.246480495999997","г. Алматы","281А","167513030001916","1","1","ТОЛЕ БИ","28.01.2016","846117","2","Ауэзовский р-н","1900","76.857323383999997"
"РУВД Ауэзовского района","ст.190 ч.1","2016","43.246480495999997","г. Алматы","281А","167513030001918","1","1","ТОЛЕ БИ","28.01.2016","841116","2","Ауэзовский р-н","1900","76.857323383999997"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.242847314999999","г. Алматы","10","167513030001958","2","1","САИНА","28.01.2016","862793","1","Ауэзовский р-н","1880","76.840467356000005"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.23159038","г. Алматы","220","167513030001937","2","1","АБАЯ","28.01.2016","874817","1","Ауэзовский р-н","1880","76.869390113999998"
"РУВД Ауэзовского района","ст.191 ч.2","2016","43.218433464","г. Алматы","25","167513030001951","3","1","МКР.ЖЕТЫСУ-3","28.01.2016","890979","1","Ауэзовский р-н","1910","76.843740081000007"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.223985601999999","г. Алматы","16","167513030001965","2","1","МКР.ЖЕТЫСУ-1","28.01.2016","2509310","3","Ауэзовский р-н","1880","76.837352366999994"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.228254417000002","г. Алматы","44","167514030001921","2","1","МАРКОВА","28.01.2016","841418","3","Бостандыкский р-н","1880","76.933244091999995"
"РУВД Бостандыкского района","ст.188 ч.2","2016","43.221033058000003","г. Алматы","65","167514030001933","2","1","АЛЬ-ФАРАБИ","28.01.2016","2246605","3","Бостандыкский р-н","1880","76.932188585000006"
"РУВД Бостандыкского района","ст.190 ч.3","2016","43.224652106000001","г. Алматы","70","167514030001923","3","1","ТИМИРЯЗЕВА","28.01.2016","2243708","3","Бостандыкский р-н","1900","76.893453609999995"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.356397964999999","г. Алматы","10","167515030001915","2","1","МКР.КОКЖИЕК","28.01.2016","876021","1","Жетысуский р-н","1880","76.919263912000005"
"РУВД Жетысуского района","ст.190 ч.1","2016","43.319385949999997","г. Алматы","48","167515030001887","1","1","СЕЛЬСКАЯ","28.01.2016","891612","1","Жетысуский р-н","1900","76.924375143000006"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.264665274999999","г. Алматы","239Г","167515030001928","2","1","РАЙЫМБЕКА","28.01.2016","2041596","1","Жетысуский р-н","1880","76.900756901999998"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.291793863999999","г. Алматы","64","167515030001890","2","1","ПРЖЕВАЛЬСКОГО","28.01.2016","2522599","2","Жетысуский р-н","1880","76.934740672999993"
"РУВД Медеуского района","ст.188 ч.1","2016","43.200965324000002","г. Алматы","54","167517030001541","2","1","ОСПАНОВА (ТАУ-САМАЛ)","28.01.2016","861909","1","Медеуский р-н","1880","76.974288791000006"
"РУВД Медеуского района","ст.188 ч.1","2016","43.257984280000002","г. Алматы","53А","167517030001574","2","1","КАИРБЕКОВА","28.01.2016","2100566","1","Медеуский р-н","1880","76.961087061000001"
"РУВД Медеуского района","ст.190 ч.4","2016","43.235143086000001","г. Алматы","","167517030001460","3","1","","28.01.2016","2581754","1","Медеуский р-н","1900","76.964211778999996"
"РУВД Турксибского района","ст.188 ч.2","2016","43.319548746000002","г. Алматы","220","167519030001300","2","1","ПАПАНИНА","28.01.2016","886321","1","Турксибский р-н","1880","76.962731262000005"
"РУВД Алатауского района","ст.187 ч.1","2016","43.243249935999998","г. Алматы","","167512030002206","1","1","","29.01.2016","2258797","1","Алатауский р-н","1870","76.793115318999995"
"РУВД Алатауского района","ст.188 ч.2","2016","43.282749135000003","г. Алматы","1","167512030002139","2","1","ЛЕНИНА (АЙГЕРИМ-1)","29.01.2016","1996218","1","Алатауский р-н","1880","76.841830215000002"
"РУВД Алатауского района","ст.188 ч.2","2016","43.271658457999997","г. Алматы","136","167512030002167","2","1","МОЛОДЕЖНАЯ","29.01.2016","2494479","1","Алатауский р-н","1880","76.864287356999995"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.246889955","г. Алматы","123А","167511030002450","2","1","ШЕГАБУТДИНОВА","29.01.2016","825174","3","Алмалинский р-н","1880","76.920658801000002"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.245688616000002","г. Алматы","162","167511030002442","2","1","ДЖАМБУЛА","29.01.2016","879835","2","Алмалинский р-н","1880","76.914989875000003"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.257271496999998","г. Алматы","250","167511030002433","2","1","РАЙЫМБЕКА","29.01.2016","1987632","2","Алмалинский р-н","1880","76.882555723999999"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.252831090000001","г. Алматы","96","167511030002408","2","1","ТОЛЕ БИ","29.01.2016","1987642","2","Алмалинский р-н","1880","76.927669260000002"
"РУВД Алмалинского района","ст.188 ч.3","2016","43.256081690000002","г. Алматы","19","167511030002455","3","1","НУРМАКОВА","29.01.2016","2162109","3","Алмалинский р-н","1880","76.905535747000002"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.239410872999997","г. Алматы","2","167513030002027","2","1","МКР.АКСАЙ-2","29.01.2016","2507778","1","Ауэзовский р-н","1880","76.837043594999997"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.235852039999997","г. Алматы","12","167513030001997","2","1","МКР.АКСАЙ-3Б","29.01.2016","845557","1","Ауэзовский р-н","1880","76.823963789000004"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.228640188","г. Алматы","137","167513030002005","2","1","ЖУБАНОВА","29.01.2016","874363","1","Ауэзовский р-н","1880","76.836391355999993"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.228214633999997","г. Алматы","3А","167513030002009","2","1","МКР.4","29.01.2016","874581","1","Ауэзовский р-н","1880","76.859117388000001"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.229366140000003","г. Алматы","29","167513030001973","2","1","МКР.АКСАЙ-4","29.01.2016","2509613","1","Ауэзовский р-н","1880","76.835898372000003"
"РУВД Бостандыкского района","ст.190 ч.1","2016","43.230899776000001","г. Алматы","194","167514030001991","1","1","АЙМАНОВА","29.01.2016","2149143","2","Бостандыкский р-н","1900","76.898275772000005"
"РУВД Бостандыкского района","ст.188 ч.2","2016","43.224934202","г. Алматы","58","167514030001966","2","1","ТИМИРЯЗЕВА","29.01.2016","1954198","2","Бостандыкский р-н","1880","76.897345122000004"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.199412154000001","г. Алматы","","167514030001946","2","1","","29.01.2016","2556141","1","Бостандыкский р-н","1880","76.874631712999999"
"РУВД Жетысуского района","ст.190 ч.1","2016","43.264665274999999","г. Алматы","239Г","167515030001941","1","1","РАЙЫМБЕКА","29.01.2016","839352","1","Жетысуский р-н","1900","76.900756901999998"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.323830346000001","г. Алматы","178","167515030001987","2","1","МКР.АЙНАБУЛАК-4","29.01.2016","879511","1","Жетысуский р-н","1880","76.911564460999998"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.271347198999997","г. Алматы","455","167515030002043","2","1","СЕЙФУЛЛИНА","29.01.2016","2522492","1","Жетысуский р-н","1880","76.930135031000006"
"РУВД Медеуского района","ст.188 ч.1","2016","43.232332042000003","г. Алматы","41","167517030001752","2","1","ОМАРОВОЙ Ж.","29.01.2016","861912","1","Медеуский р-н","1880","76.975916018999996"
"РУВД Медеуского района","ст.188 ч.2","2016","43.251116885999998","г. Алматы","40","167517030001591","2","1","ДОСТЫК","29.01.2016","892095","1","Медеуский р-н","1880","76.956296081000005"
"РУВД Турксибского района","ст.188 ч.2","2016","43.308282220999999","г. Алматы","66","167519030001368","2","1","БАЙМАГАМБЕТОВА","29.01.2016","878760","1","Турксибский р-н","1880","76.971291734999994"
"РУВД Турксибского района","ст.188 ч.1","2016","43.341833278999999","г. Алматы","30","167519030001378","2","1","ОСИПЕНКО","29.01.2016","2045192","3","Турксибский р-н","1880","76.941490694999999"
"РУВД Алатауского района","ст.188 ч.1","2016","43.332442012999998","г. Алматы","2Б","167512030002254","2","1","СЕВЕРНОЕ КОЛЬЦО","30.01.2016","1975172","1","Алатауский р-н","1880","76.912582415000003"
"РУВД Алатауского района","ст.188 ч.2","2016","43.257630438","г. Алматы","9Б","167512030002218","2","1","ЕМЦОВА","30.01.2016","2059564","1","Алатауский р-н","1880","76.863194370000002"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.248372641000003","г. Алматы","121","167511030002495","2","1","КАБАНБАЙ БАТЫРА","30.01.2016","808341","1","Алмалинский р-н","1880","76.923831105999994"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.265624774000003","г. Алматы","481","167511030002501","2","1","СЕЙФУЛЛИНА","30.01.2016","859084","1","Алмалинский р-н","1880","76.930617968999996"
"РУВД Алмалинского района","ст.190 ч.3","2016","43.252494540000001","г. Алматы","44","167511030002559","3","1","БАЙТУРСЫНУЛЫ","30.01.2016","2416211","2","Алмалинский р-н","1900","76.926533121999995"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.245070912000003","г. Алматы","102","167511030002541","2","1","ШЕВЧЕНКО","30.01.2016","1987647","2","Алмалинский р-н","1880","76.932557505000005"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.258237872000002","г. Алматы","458","167511030002591","2","1","СЕЙФУЛЛИНА","30.01.2016","1988166","3","Алмалинский р-н","1880","76.932683214999997"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.267146048999997","г. Алматы","174С","167511030002568","2","1","РАЙЫМБЕКА","30.01.2016","2174773","3","Алмалинский р-н","1880","76.917901690999997"
"РУВД Ауэзовского района","ст.190 ч.2","2016","43.22308074","г. Алматы","30","167513030002048","2","1","МКР.3","30.01.2016","876419","1","Ауэзовский р-н","1900","76.856378539000005"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.236939030000002","г. Алматы","55","167513030002099","2","1","МКР.АКСАЙ-2","30.01.2016","2240446","3","Ауэзовский р-н","1880","76.836431470999997"
"РУВД Ауэзовского района","ст.191 ч.2","2016","43.243029548000003","г. Алматы","301А","167513030002115","3","1","ТОЛЕ БИ","30.01.2016","2196361","1","Ауэзовский р-н","1910","76.843260545000007"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.201377217999998","г. Алматы","","167514030002063","2","1","МКР. ОРБИТА-1","30.01.2016","2306015","3","Бостандыкский р-н","1880","76.884585654000006"
"РУВД Жетысуского района","ст.190 ч.1","2016","43.271587367999999","г. Алматы","2","167515030002021","1","1","СУЮНБАЯ","30.01.2016","844906","1","Жетысуский р-н","1900","76.950080506000006"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.278222751999998","г. Алматы","3","167515030002016","2","1","СЕВЕРНОЕ КОЛЬЦО","30.01.2016","865621","1","Жетысуский р-н","1880","76.888524117000003"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.270627265000002","г. Алматы","24","167515030002034","2","1","ЖЕЛТОКСАН","30.01.2016","2507272","2","Жетысуский р-н","1880","76.937920747000007"
"РУВД Медеуского района","ст.188 ч.1","2016","43.241680107999997","г. Алматы","106Б","167517030001667","2","1","ДОСТЫК","30.01.2016","854571","1","Медеуский р-н","1880","76.958223286999996"
"РУВД Турксибского района","ст.188 ч.2","2016","43.305985466999999","г. Алматы","181","167519030001413","2","1","АКАН СЕРЫ","30.01.2016","2380067","1","Турксибский р-н","1880","76.942634685000002"
"РУВД Турксибского района","ст.188 ч.2","2016","43.301585285999998","г. Алматы","","167519030001453","2","1","","30.01.2016","2553389","3","Турксибский р-н","1880","76.991860478999996"
"РУВД Алатауского района","ст.293 ч.1","2016","43.257598995000002","г. Алматы","1","167512030002316","1","1","АКСАЙСКАЯ","31.01.2016","2331381","1","Алатауский р-н","2930","76.845817734999997"
"РУВД Алатауского района","ст.188 ч.2","2016","43.277978992999998","г. Алматы","","167512030002325","2","1","БУГЫТЫ МКР.АЙГЕРИМ-2","31.01.2016","2265226","1","Алатауский р-н","1880","76.836712203999994"
"РУВД Алатауского района","ст.188 ч.2","2016","43.286237980999999","г. Алматы","7Б","167512030002344","2","1","СЕВЕРНОЕ КОЛЬЦО","31.01.2016","2143489","1","Алатауский р-н","1880","76.893118717999997"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.237998046999998","г. Алматы","182А","167511030002649","2","1","АБАЯ УЛ.","31.01.2016","728464","1","Алмалинский р-н","1880","76.876971001000001"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.265007060000002","г. Алматы","412","167511030002645","2","1","СЕЙФУЛЛИНА","31.01.2016","889188","1","Алмалинский р-н","1880","76.931757516999994"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.23159038","г. Алматы","220","167513030002129","2","1","АБАЯ","31.01.2016","860287","1","Ауэзовский р-н","1880","76.869390113999998"
"РУВД Ауэзовского района","ст.190 ч.2","2016","43.23159038","г. Алматы","220","167513030002126","2","1","АБАЯ","31.01.2016","2149097","1","Ауэзовский р-н","1900","76.869390113999998"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.202331721999997","г. Алматы","247А","167514030002110","2","1","РОЗЫБАКИЕВА","31.01.2016","2333250","2","Бостандыкский р-н","1880","76.892277116000002"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.202607014999998","г. Алматы","247А","167514030002132","2","1","РОЗЫБАКИЕВА","31.01.2016","2149157","1","Бостандыкский р-н","1880","76.892085663000003"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.264665274999999","г. Алматы","239Г","167515030002141","2","1","РАЙЫМБЕКА","31.01.2016","865260","1","Жетысуский р-н","1880","76.900756901999998"
"РУВД Жетысуского района","ст.191 ч.2","2016","43.385293898","г. Алматы","31Б","167515030002118","3","1","КРАСНОГОРСКАЯ","31.01.2016","2015253","1","Жетысуский р-н","1910","76.997055145000004"
"РУВД Медеуского района","ст.190 ч.1","2016","43.249846011999999","г. Алматы","42","167517030001735","1","1","ДОСТЫК","31.01.2016","866158","1","Медеуский р-н","1900","76.956447350999994"
"РУВД Медеуского района","ст.188 ч.1","2016","43.242322534000003","г. Алматы","2А","167517030001734","2","1","АБАЯ","31.01.2016","2095156","1","Медеуский р-н","1880","76.953735026999993"
"РУВД Медеуского района","ст.188 ч.2","2016","43.228666574000002","г. Алматы","52","167517030002215","2","1","МКР.САМАЛ-2","31.01.2016","2192074","1","Медеуский р-н","1880","76.952873315000005"
"РУВД Турксибского района","ст.188 ч.2","2016","43.317668828999999","г. Алматы","82","167519030001466","2","1","КАЗАКПАЕВА","31.01.2016","2553390","1","Турксибский р-н","1880","76.960377398000006"
"РУВД Алатауского района","ст.188 ч.1","2016","43.249579625999999","г. Алматы","","167512030002450","2","2","","01.02.2016","2265249","1","Алатауский р-н","1880","76.800126289999994"
"РУВД Алатауского района","ст.188 ч.1","2016","43.239984862","г. Алматы","","167512030002459","2","2","РАЙЫМБЕКА","01.02.2016","2265253","1","Алатауский р-н","1880","76.814106777000006"
"РУВД Алатауского района","ст.191 ч.1","2016","43.258233642","г. Алматы","285","167512030002374","2","2","РАЙЫМБЕКА","01.02.2016","2262572","1","Алатауский р-н","1910","76.881164111999993"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.251274735000003","г. Алматы","192","167511030002667","2","2","БОГЕНБАЙ БАТЫРА","01.02.2016","1994383","1","Алмалинский р-н","1880","76.921427326"
"РУВД Ауэзовского района","ст.192 ч.1","2016","43.218942546999997","г. Алматы","3","167513030002230","3","2","МКР.ЖЕТЫСУ-3","01.02.2016","1967318","3","Ауэзовский р-н","1920","76.840918216000006"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.246480495999997","г. Алматы","281А","167513030002218","2","2","ТОЛЕ БИ","01.02.2016","903148","1","Ауэзовский р-н","1880","76.857323383999997"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.242536504999997","г. Алматы","2","167513030002287","2","2","МКР.АКСАЙ-1","01.02.2016","2556228","1","Ауэзовский р-н","1880","76.837389682999998"
"РУВД Бостандыкского района","ст.188 ч.2","2016","43.224029043000002","г. Алматы","192","167514030002180","2","2","ГАГАРИНА","01.02.2016","861134","3","Бостандыкский р-н","1880","76.897073673999998"
"РУВД Бостандыкского района","ст.190 ч.1","2016","43.228200747999999","г. Алматы","152/4","167514030002175","1","2","РАДОСТОВЦА","01.02.2016","871872","3","Бостандыкский р-н","1900","76.894358998000001"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.203954447999998","г. Алматы","292/2","167514030002184","2","2","ГАГАРИНА","01.02.2016","891410","3","Бостандыкский р-н","1880","76.900195894000007"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.236925796999998","г. Алматы","150","167514030002200","2","2","АБАЯ","01.02.2016","2300297","3","Бостандыкский р-н","1880","76.883480831"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.287291922000001","г. Алматы","88","167515030002186","2","2","ПЛОДОВАЯ","01.02.2016","842518","2","Жетысуский р-н","1880","76.938455848999993"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.271587367999999","г. Алматы","2","167515030002211","2","2","СУЮНБАЯ","01.02.2016","863988","3","Жетысуский р-н","1880","76.950080506000006"
"РУВД Жетысуского района","ст.190 ч.2","2016","43.269955527","г. Алматы","193А","167515030002198","2","2","РАЙЫМБЕКА","01.02.2016","2148900","3","Жетысуский р-н","1900","76.928548577000001"
"РУВД Медеуского района","ст.188 ч.1","2016","43.243836207000001","г. Алматы","85","167517030001780","2","2","ДОСТЫК","01.02.2016","866044","1","Медеуский р-н","1880","76.956257683999993"
"РУВД Медеуского района","ст.191 ч.1","2016","43.263191245999998","г. Алматы","36/55","167517030001750","2","2","ПУШКИНА","01.02.2016","2100706","1","Медеуский р-н","1910","76.953107674999998"
"РУВД Медеуского района","ст.188 ч.1","2016","43.226847743999997","г. Алматы","220","167517030001777","2","2","ДОСТЫК","01.02.2016","2095160","1","Медеуский р-н","1880","76.962267788999995"
"РУВД Медеуского района","ст.188 ч.1","2016","43.263191245999998","г. Алматы","36/55","167517030001812","2","2","ПУШКИНА","01.02.2016","2156290","1","Медеуский р-н","1880","76.953107674999998"
"РУВД Турксибского района","ст.188 ч.2","2016","43.330930500999997","г. Алматы","17","167519030001560","2","2","ФИЗКУЛЬТУРНАЯ","01.02.2016","875966","1","Турксибский р-н","1880","76.940725857000004"
"РУВД Турксибского района","ст.188 ч.1","2016","43.329817321999997","г. Алматы","263А","167519030001523","2","2","СУЮНБАЯ","01.02.2016","872732","2","Турксибский р-н","1880","76.960953810999996"
"РУВД Турксибского района","ст.190 ч.1","2016","43.338795376","г. Алматы","10","167519030002040","1","2","РИХАРДА ЗОРГЕ","01.02.2016","2079869","1","Турксибский р-н","1900","76.951025182999999"
"РУВД Алатауского района","ст.188 ч.2","2016","43.245351669999998","г. Алматы","128","167512030002538","2","2","МКР.АЛГАБАС","02.02.2016","1993303","1","Алатауский р-н","1880","76.811817199999993"
"РУВД Алатауского района","ст.188 ч.2","2016","43.246963932","г. Алматы","53","167512030002481","2","2","МКР.АЛГАБАС","02.02.2016","2189120","1","Алатауский р-н","1880","76.814011409000003"
"РУВД Алатауского района","ст.293 ч.3","2016","43.284312122999999","г. Алматы","","167512030002468","3","2","","02.02.2016","2278352","1","Алатауский р-н","2930","76.848644923999998"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.259483732","г. Алматы","117-127","167511030002838","2","2","ГОГОЛЯ","02.02.2016","1988676","3","Алмалинский р-н","1880","76.934447180999996"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.259458815000002","г. Алматы","113","167511030002828","2","2","ПАНФИЛОВА","02.02.2016","1988700","3","Алмалинский р-н","1880","76.943881001999998"
"РУВД Алмалинского района","ст.190 ч.1","2016","43.258732297999998","г. Алматы","77","167511030002834","1","2","АБЫЛАЙ ХАНА","02.02.2016","1994368","3","Алмалинский р-н","1900","76.940027623000006"
"РУВД Ауэзовского района","ст.190 ч.1","2016","43.249025099000001","г. Алматы","113","167513030002272","1","2","ТОЛЕ БИ","02.02.2016","1972402","1","Ауэзовский р-н","1900","76.860052218000007"
"РУВД Ауэзовского района","ст.190 ч.1","2016","43.252823708999998","г. Алматы","420","167513030002243","1","2","РАЙЫМБЕКА","02.02.2016","851745","1","Ауэзовский р-н","1900","76.860275332000001"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.241575306000001","г. Алматы","71А","167513030002267","2","2","УТЕГЕН БАТЫРА","02.02.2016","900428","1","Ауэзовский р-н","1880","76.857403697999999"
"РУВД Ауэзовского района","ст.293 ч.2","2016","43.238297680000002","г. Алматы","","167513030002253","2","2","","02.02.2016","1972375","1","Ауэзовский р-н","2930","76.824089186999998"
"РУВД Ауэзовского района","ст.188 ч.2","2016","43.218588994000001","г. Алматы","6","167513030002259","2","2","МКР.ЖЕТЫСУ-4","02.02.2016","2507862","1","Ауэзовский р-н","1880","76.836748643000007"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.207709708000003","г. Алматы","157","167514030002240","2","2","ТАЖИБАЕВОЙ","02.02.2016","1959228","3","Бостандыкский р-н","1880","76.890291035999994"
"РУВД Бостандыкского района","ст.190 ч.1","2016","43.221721344999999","г. Алматы","","167514030002246","1","2","БАСЕНОВА","02.02.2016","2309111","1","Бостандыкский р-н","1900","76.899135989000001"
"РУВД Бостандыкского района","ст.188 ч.1","2016","43.216158114999999","г. Алматы","262","167514030002253","2","2","РОЗЫБАКИЕВА","02.02.2016","2307331","3","Бостандыкский р-н","1880","76.893177159999993"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.289427631999999","г. Алматы","58","167515030002241","2","2","ЗУБАРЕВА","02.02.2016","845895","1","Жетысуский р-н","1880","76.895850768000003"
"РУВД Жетысуского района","ст.188 ч.1","2016","43.271587367999999","г. Алматы","2","167515030002258","2","2","СУЮНБАЯ","02.02.2016","865505","2","Жетысуский р-н","1880","76.950080506000006"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.272217646000001","г. Алматы","45","167515030002224","2","2","ПРОМЫШЛЕННАЯ","02.02.2016","1938151","1","Жетысуский р-н","1880","76.919321190999995"
"РУВД Жетысуского района","ст.188 ч.2","2016","43.285434373000001","г. Алматы","64А","167515030002252","2","2","МАТРОСОВА","02.02.2016","2002865","3","Жетысуский р-н","1880","76.958609539999998"
"РУВД Медеуского района","ст.188 ч.2","2016","43.254593601000003","г. Алматы","50-54","167517030001879","2","2","ТОЛЕ БИ","02.02.2016","2005895","1","Медеуский р-н","1880","76.949376702999999"
"РУВД Медеуского района","ст.188 ч.1","2016","43.263492145000001","г. Алматы","41","167517030001851","2","2","ПУШКИНА","02.02.2016","2463088","1","Медеуский р-н","1880","76.952187304000006"
"РУВД Медеуского района","ст.188 ч.1","2016","43.260422683000002","г. Алматы","","167517030001885","2","2","ГОГОЛЯ","02.02.2016","2582792","1","Медеуский р-н","1880","76.952768413000001"
"РУВД Турксибского района","ст.188 ч.2","2016","43.293915953999999","г. Алматы","1А","167519030001585","2","2","РЫСКУЛОВА","02.02.2016","2041906","1","Турксибский р-н","1880","76.944792738999993"
"РУВД Алатауского района","ст.188 ч.2","2016","43.259171109","г. Алматы","8","167512030002613","2","2","БАЙКОНЫРОВА (АКБУЛАК)","03.02.2016","1996255","1","Алатауский р-н","1880","76.836134791000006"
"РУВД Алатауского района","ст.188 ч.1","2016","43.259301903999997","г. Алматы","279/1","167512030002640","2","2","РАЙЫМБЕКА","03.02.2016","1975814","1","Алатауский р-н","1880","76.885741890000006"
"РУВД Алмалинского района","ст.190 ч.1","2016","43.268752904999999","г. Алматы","158","167511030002935","1","2","РАЙЫМБЕКА","03.02.2016","827915","2","Алмалинский р-н","1900","76.927663146"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.267828737000002","г. Алматы","172Б","167511030002957","2","2","РАЙЫМБЕКА","03.02.2016","1988710","3","Алмалинский р-н","1880","76.922542976000003"
"РУВД Алмалинского района","ст.293 ч.1","2016","43.260831803999999","г. Алматы","","167511030002833","1","2","","03.02.2016","1994360","2","Алмалинский р-н","2930","76.939008036999994"
"РУВД Алмалинского района","ст.188 ч.2","2016","43.262816450000003","г. Алматы","37","167511030002956","2","2","ЧАЙКОВСКОГО","03.02.2016","2192672","3","Алмалинский р-н","1880","76.936604599999995"
"РУВД Алмалинского района","ст.188 ч.1","2016","43.264022048000001","г. Алматы","127","167511030002948","2","2","МАКАТАЕВА","03.02.2016","2512935","1","Алмалинский р-н","1880","76.929206469999997"
"РУВД Ауэзовского района","ст.190 ч.1","2016","43.224217746000001","г. Алматы","","167513030002327","1","2","","03.02.2016","2322463","1","Ауэзовский р-н","1900","76.843263811"
"РУВД Ауэзовского района","ст.188 ч.1","2016","43.232917241999999","г. Алматы","36","167513030002363","2","2","МКР.5","03.02.2016","900665","3","Ауэзовский р-н","1880","76.865850081000005"
"РУВД Ауэзовского района","ст.190 ч.1","2016","43.250334965","г. Алматы","334","167513030002310","1","2","РАЙЫМБЕКА","03.02.2016","899923","1","Ауэзовский р-н","1900","76.861171526999996"
